address_1,address_2,city,state,postal_code,phone_number,restaurant_open_date,facility_type,permitid,x,y,geocode_status,geo_shape,geo_point_2d,BIZ_ID,biz_name,NAME_SENTIMENT,HEALTH_SCORE,NAME_SENTIMENT_CONFIDENCE
11685 NORTHPARK DR,NA,WAKE FOREST,NC,27587,(919) 556-8666,2007-08-08,Restaurant,9902,-78.54382882,35.96466721,M,"{""coordinates"": [-78.54383141053171, 35.964674329440264], ""type"": ""Point""}","35.964674329440264, -78.54383141053171",04092014924,CAROLINA ALE HOUSE,positive,97.5,0.29572746
931 DURHAM HWY,NA,WAKE FOREST,NC,27587,(919) 570-2203,2007-08-21,Public School Lunchrooms,9934,-78.54178249,35.97656588,M,"{""coordinates"": [-78.54178508393842, 35.97657300020749], ""type"": ""Point""}","35.97657300020749, -78.54178508393842",04092110467,NORTH WAKE COLLEGE & CAREER ACADEMY-CAFETERIA,positive,100,0.39692158
8511 BRIERCREEK PKY,STE 101,RALEIGH,NC,27617,(919) 246-0640,2007-08-30,Restaurant,9943,-78.78334835,35.9068519,M,"{""coordinates"": [-78.78335100876537, 35.906859000320836], ""type"": ""Point""}","35.906859000320836, -78.78335100876537",04092014938,BRIXX BRIERCREEK,positive,95,0.25113836
607 W GANNON AVE,NA,ZEBULON,NC,27597,(919) 269-7810,2007-09-14,Restaurant,9970,-78.32913073,35.81987724,M,"{""coordinates"": [-78.32913325201957, 35.8198843411666], ""type"": ""Point""}","35.8198843411666, -78.32913325201957",04092014949,HARDEE'S #1219,neutral,91.5,0.25798154
5601 CREEDMOOR RD,NA,RALEIGH,NC,27612,(919) 781-4332,2007-09-14,Restaurant,9981,-78.68107546,35.85814391,M,"{""coordinates"": [-78.68107808367274, 35.85815099953618], ""type"": ""Point""}","35.85815099953618, -78.68107808367274",04092014956,HARDEE'S #1206,neutral,97,0.25166607
4638 CAPITAL BLVD,NA,RALEIGH,NC,27604,(919) 872-7422,2007-09-20,Food Stand,9987,-78.57926433,35.84834257,M,"{""coordinates"": [-78.57926692475088, 35.84834966428609], ""type"": ""Point""}","35.84834966428609, -78.57926692475088",04092021474,LEE'S KITCHEN,positive,98,0.29552683
8440 LOUISBURG RD,NA,RALEIGH,NC,27616,(919) 866-1031,2007-09-14,Food Stand,9993,-78.50931118,35.89359506,M,"{""coordinates"": [-78.50931375477954, 35.893602167365955], ""type"": ""Point""}","35.893602167365955, -78.50931375477954",04092021475,LOWES FOODS #226 PRODUCE,very positive,98,0.42745548
8021 ARCO CORPORATE  DR,NA,RALEIGH,NC,27617,(919) 484-0500,2007-10-04,Restaurant,10013,-78.77725767,35.90736456,M,"{""coordinates"": [-78.77726032898104, 35.90737166516233], ""type"": ""Point""}","35.90737166516233, -78.77726032898104",04092014971,HAMPTON INN & SUITES BRIER CREEK FOODSERVICE,very positive,97.5,0.34287107
700 CAYMAN AVE,NA,HOLLY SPRINGS,NC,27540,(919) 567-2555,2007-08-01,Restaurant,10021,-78.83534593,35.66114388,M,"{""coordinates"": [-78.8353485925632, 35.661150921961514], ""type"": ""Point""}","35.661150921961514, -78.8353485925632",04092014973,SONIC DRIVE-IN #3975,very positive,97,0.42883536
6209 ROCK QUARRY RD,NA,RALEIGH,NC,27610,(919) 772-5894,2007-11-05,Food Stand,10065,-78.54796209,35.72312635,M,"{""coordinates"": [-78.54796467351622, 35.723133418706816], ""type"": ""Point""}","35.723133418706816, -78.54796467351622",04092021484,FOOD LION #2638 MEAT MARKET,very positive,99,0.32847208
6209 ROCK QUARRY RD,NA,RALEIGH,NC,27610,(919) 772-5894,2007-11-05,Food Stand,10068,-78.54796209,35.72312635,M,"{""coordinates"": [-78.54796467351622, 35.723133418706816], ""type"": ""Point""}","35.723133418706816, -78.54796467351622",04092021486,FOOD LION #2638 DELI/BAKERY,very positive,96.5,0.32591784
801  BUCK JONES RD,NA,RALEIGH,NC,27606,(919) 783-6618,2007-11-06,Restaurant,10071,-78.73693928,35.77190635,M,"{""coordinates"": [-78.7369419216287, 35.77191341945012], ""type"": ""Point""}","35.77191341945012, -78.7369419216287",04092015000,GRACE CHRISTIAN SCHOOL KITCHEN,positive,100,0.34731916
758 WILLIAMS ST,NA,APEX,NC,27502,(919) 629-6399,2007-11-09,Restaurant,10073,-78.86276232,35.73802969,M,"{""coordinates"": [-78.86276499749108, 35.73803674828795], ""type"": ""Point""}","35.73803674828795, -78.86276499749108",04092015002,BAAN THAI RESTAURANT,neutral,98,0.28558803
7016 GB ALFORD HWY,NA,HOLLY SPRINGS,NC,27540,(919) 557-9181,2007-11-09,Food Stand,10083,-78.83404691,35.63635562,M,"{""coordinates"": [-78.83404957517727, 35.636362658583735], ""type"": ""Point""}","35.636362658583735, -78.83404957517727",04092021488,WALMART #4458 DELI,very positive,96,0.32406494
10300 CHAPEL HILL RD,NA,MORRISVILLE,NC,27560,(919) 469-1985,2007-11-30,Restaurant,10097,-78.82715883,35.83264725,M,"{""coordinates"": [-78.8271615004277, 35.83265433501349], ""type"": ""Point""}","35.83265433501349, -78.8271615004277",04092015015,SUBWAY #42679,very positive,99,0.26776645
10140 GREEN LEVEL CHURCH RD,NA,CARY,NC,27519,(919) 460-3126,2007-12-13,Food Stand,10125,-78.90107972,35.82060442,M,"{""coordinates"": [-78.9010824133322, 35.82061149665113], ""type"": ""Point""}","35.82061149665113, -78.9010824133322",04092021497,HARRIS TEETER #298 MEAT SEAFOOD,positive,98.5,0.27346864
100 MACGREGOR PINES DR,NA,CARY,NC,27511,(919) 467-0780,2008-01-16,Restaurant,10163,-78.82002625,35.74468186,M,"{""coordinates"": [-78.82002891577221, 35.744688921481256], ""type"": ""Point""}","35.744688921481256, -78.82002891577221",04092015047,LA COCINA,very positive,98.5,0.38719952
100-103 WRENN DR,NA,CARY,NC,27511,(919) 462-1223,2008-01-22,Restaurant,10167,-78.78400793,35.76514685,M,"{""coordinates"": [-78.7840105810301, 35.76515391610388], ""type"": ""Point""}","35.76515391610388, -78.7840105810301",04092015050,CHIPOTLE MEXICAN GRILL #1087,very positive,99,0.24042718
111 HAMPTON WOODS LN,NA,RALEIGH,NC,27607,(919) 233-1798,2008-01-14,Restaurant,10154,-78.74897136,35.79297584,M,"{""coordinates"": [-78.74897400022635, 35.792982922159126], ""type"": ""Point""}","35.792982922159126, -78.74897400022635",04092015040,HAMPTON INN & SUITES FOODSERVICE,very positive,100,0.3499737
841 E GANNON AVE,NA,ZEBULON,NC,27597,(919) 269-2699,2008-02-29,Restaurant,10247,-78.29634433,35.8312879,M,"{""coordinates"": [-78.29634683785976, 35.83129500002244], ""type"": ""Point""}","35.83129500002244, -78.29634683785976",04092015079,SUBWAY #41914,very positive,97,0.27824885
9704 STRICKLAND RD,NA,RALEIGH,NC,27615,(919) 846-0183,2008-03-20,Restaurant,10287,-78.65729604,35.90232406,M,"{""coordinates"": [-78.65729865852866, 35.90233116238578], ""type"": ""Point""}","35.90233116238578, -78.65729865852866",04092015086,BRUEGGERS BAGELS #192,very positive,97.5,0.25258467
8410-140 LOUISBURG RD,NA,RALEIGH,NC,27616,(919) 266-0300,2008-03-25,Restaurant,10290,-78.50931118,35.89359506,M,"{""coordinates"": [-78.50931375477954, 35.893602167365955], ""type"": ""Point""}","35.893602167365955, -78.50931375477954",04092015099,SUBWAY #41217,very positive,95,0.27431595
201 S WEST ST,NA,RALEIGH,NC,27603,(919) 345-8138,2007-10-19,Mobile Food Units,10353,-78.64560315,35.77782018,M,"{""coordinates"": [-78.64560575752316, 35.777827257833515], ""type"": ""Point""}","35.777827257833515, -78.64560575752316",04092030180,A TASTE OF NEW YORK #3 ( WCID #366),very positive,99,0.42957094
8003 REGENCY PKY,NA,CARY,NC,27513,(919) 610-9904,2008-05-21,Restaurant,10400,-78.79540992,35.72902885,M,"{""coordinates"": [-78.79541257519658, 35.72903591047154], ""type"": ""Point""}","35.72903591047154, -78.79541257519658",04092015133,COBBLESTONE @ KOKA BOOTH AMPHITHEATRE,positive,99,0.33797044
8111-208 TRYON WOODS  DR,NA,CARY,NC,27518,(919) 851-3999,2008-05-02,Restaurant,10366,-78.74322595,35.74716476,M,"{""coordinates"": [-78.74322858915211, 35.74717183250092], ""type"": ""Point""}","35.74717183250092, -78.74322858915211",04092015124,"RUCKUS PIZZA, PASTA & SPIRITS",very positive,96.5,0.33650377
4500 FAYETTEVILLE RD,NA,RALEIGH,NC,27603,(919) 772-8751,2008-07-14,Food Stand,10507,-78.65858039,35.71894127,M,"{""coordinates"": [-78.6585830030968, 35.71894833485765], ""type"": ""Point""}","35.71894833485765, -78.6585830030968",04092021542,WALMART #1372 DELI,very positive,98.5,0.26403058
6110 ROGERS RD,NA,ROLESVILLE,NC,27571,(919) 453-2324,2008-07-14,Food Stand,10509,-78.4677661,35.92242306,M,"{""coordinates"": [-78.46776866429464, 35.92243017390133], ""type"": ""Point""}","35.92243017390133, -78.46776866429464",04092025144,DOMINOS #8824,very positive,93.5,0.5400441
1839-200 S MAIN ST,NA,WAKE FOREST,NC,27587,(919) 453-1500,2008-10-22,Restaurant,10690,-78.52626549,35.9510248,M,"{""coordinates"": [-78.52626807811393, 35.9510319217068], ""type"": ""Point""}","35.9510319217068, -78.52626807811393",04092015266,THE FACTORY ICE HOUSE SNACK BAR,very positive,99,0.3720134
137 S WILMINGTON  ST,NA,RALEIGH,NC,27601,(919) 239-4070,2008-11-05,Restaurant,10708,-78.63795172,35.77837659,M,"{""coordinates"": [-78.63795433236322, 35.778383664735884], ""type"": ""Point""}","35.778383664735884, -78.63795433236322",04092015280,SITTI BY NEOMONDE,very positive,97,0.23432185
6412 CAPITAL  BLVD,NA,RALEIGH,NC,27616,(919) 876-5650,2008-12-19,Restaurant,10776,-78.5778899,35.87240049,M,"{""coordinates"": [-78.57789249731074, 35.87240758697934], ""type"": ""Point""}","35.87240758697934, -78.57789249731074",04092015308,HILTON GARDEN INN RESTAURANT,very positive,97,0.40810674
515 N MAIN ST,NA,HOLLY SPRINGS,NC,27540,(919) 557-1437,2009-01-29,Restaurant,10823,-78.83686967,35.65965929,M,"{""coordinates"": [-78.83687233236992, 35.65966634063028], ""type"": ""Point""}","35.65966634063028, -78.83687233236992",04092015328,KOBE HIBACHI & SUSHI,positive,96,0.32327977
1130 FALLS RIVER  AVE,NA,RALEIGH,NC,27614,(919) 844-2499,2009-01-29,Institutional Food Service,10844,-78.58705589,35.90683389,M,"{""coordinates"": [-78.58705849436159, 35.90684099978489], ""type"": ""Point""}","35.90684099978489, -78.58705849436159",04092160068,FALLS RIVER COURT (FOOD SERVICE),positive,97.5,0.38173535
1110  FALLS RIVER AVE,NA,RALEIGH,NC,27614,(919) 844-9747,2009-01-29,Institutional Food Service,10843,-78.5873449,35.90599723,M,"{""coordinates"": [-78.58734750007862, 35.90600433529285], ""type"": ""Point""}","35.90600433529285, -78.58734750007862",04092160067,FALLS RIVER VILLAGE (FOOD SERVICE),positive,99,0.40256152
825 COOPER ST,NA,RALEIGH,NC,27610,NA,2009-02-26,Public School Lunchrooms,10864,-78.58616915,35.76520076,M,"{""coordinates"": [-78.58617174231439, 35.765207832801096], ""type"": ""Point""}","35.765207832801096, -78.58617174231439",04092110477,CHARLES BUGG CAFETERIA,positive,98,0.2977088
1205 TIMBER DR E,NA,GARNER,NC,27529,(919) 779-7499,2009-04-17,Restaurant,10936,-78.57456433,35.68908894,M,"{""coordinates"": [-78.57456691341847, 35.68909600534102], ""type"": ""Point""}","35.68909600534102, -78.57456691341847",04092015383,WHITE OAK STADIUM 14,very positive,99,0.35297716
14520 JOHN REX BLVD,NA,RALEIGH,NC,27614,(919) 554-4167,2009-05-15,Food Stand,10961,-78.54282166,35.9470013,M,"{""coordinates"": [-78.54282424830919, 35.94700841941254], ""type"": ""Point""}","35.94700841941254, -78.54282424830919",04092021567,HARRIS TEETER #367 DELI,positive,98,0.29169083
14520 JOHN REX  BLVD,NA,RALEIGH,NC,27614,(919) 554-4167,2009-05-15,Food Stand,10963,-78.54282166,35.9470013,M,"{""coordinates"": [-78.54282424830919, 35.94700841941254], ""type"": ""Point""}","35.94700841941254, -78.54282424830919",04092021569,HARRIS TEETER #367 MEAT/SEAFOOD,positive,99.5,0.2888329
8003 REGENCY PKY,NA,CARY,NC,27518,(919) 450-8310,2009-07-15,Food Stand,11051,-78.79540992,35.72902885,M,"{""coordinates"": [-78.79541257519658, 35.72903591047154], ""type"": ""Point""}","35.72903591047154, -78.79541257519658",04092021575,THE CRESCENT,very positive,100,0.3284814
1101 MAXWELL DR,NA,RALEIGH,NC,27603,(919) 662-2465,2009-08-14,Public School Lunchrooms,11079,-78.6533898,35.71157128,M,"{""coordinates"": [-78.65339240674918, 35.711578341552325], ""type"": ""Point""}","35.711578341552325, -78.65339240674918",04092110483,SMITH MAGNET ELEMENTARY SCHOOL CAFETERIA,positive,99.5,0.37953177
2841 JONES FRANKLIN RD,NA,RALEIGH,NC,27606,(919) 851-0358,2010-03-17,Restaurant,11154,-78.7377362,35.74360868,M,"{""coordinates"": [-78.73773884062439, 35.7436157425119], ""type"": ""Point""}","35.7436157425119, -78.73773884062439",04092015580,CHINA PEARL CHINESE RESTAURANT,very positive,91.5,0.35856315
1006 AIRPORT BLVD,NA,MORRISVILLE,NC,27560-9195,(919) 460-0388,2010-04-19,Restaurant,11161,-78.81924308,35.85853032,M,"{""coordinates"": [-78.8192457483911, 35.85853741300552], ""type"": ""Point""}","35.85853741300552, -78.8192457483911",04092015603,WAFFLE HOUSE #1090,positive,95.5,0.26292217
8521  CANTILEVER WAY,STE 105,RALEIGH,NC,27613,(919) 792-2588,2010-08-12,Restaurant,11189,-78.73779336,35.88567515,M,"{""coordinates"": [-78.73779599988708, 35.88568225182886], ""type"": ""Point""}","35.88568225182886, -78.73779599988708",04092015690,PANDA WOK,very positive,95,0.28250164
7901 WHITE OAK  RD,NA,GARNER,NC,27529,(919) 779-0710,2010-09-30,Restaurant,11198,-78.57505891,35.67216828,M,"{""coordinates"": [-78.57506149454505, 35.672175335588776], ""type"": ""Point""}","35.672175335588776, -78.57506149454505",04092015718,NEW WHITE OAK GRILL & LOUNGE,very positive,97,0.59298474
210A HINTON OAKS BLVD,NA,KNIGHTDALE,NC,27545,(919) 217-4690,2009-08-27,Restaurant,11215,-78.51259235,35.79763599,M,"{""coordinates"": [-78.51259492452836, 35.79764307796699], ""type"": ""Point""}","35.79764307796699, -78.51259492452836",04092015456,QDOBA MEXICAN GRILL #612,very positive,96,0.2893321
4305 FAYETTEVILLE RD,NA,RALEIGH,NC,27603,(919) 803-8112,2009-09-24,Restaurant,11247,-78.65307122,35.72039952,M,"{""coordinates"": [-78.65307382998944, 35.720406586300086], ""type"": ""Point""}","35.720406586300086, -78.65307382998944",04092015474,BISCUITVILLE #184,positive,100,0.29638192
3430 TEN TEN RD,NA,CARY,NC,27518,(919) 387-8272,2009-09-24,Food Stand,11261,-78.79278394,35.70189503,M,"{""coordinates"": [-78.7927865865394, 35.70190208344232], ""type"": ""Point""}","35.70190208344232, -78.7927865865394",04092021584,HARRIS TEETER #331 PRODUCE,very positive,99.5,0.35524616
1200 CLAREN CIR,NA,MORRISVILLE,NC,27560,(919) 380-1221,2009-10-14,Restaurant,11294,-78.82296134,35.85503958,M,"{""coordinates"": [-78.82296400564394, 35.85504667088694], ""type"": ""Point""}","35.85504667088694, -78.82296400564394",04092015490,SPINNERS BAR & GRILL AT FOUR POINTS,positive,93.5,0.9674035
500 CAITBOO AVE,NA,CARY,NC,27518,(919) 900-8840,2009-10-26,Restaurant,11299,-78.73611827,35.75670594,M,"{""coordinates"": [-78.73612090998394, 35.756713005706864], ""type"": ""Point""}","35.756713005706864, -78.73612090998394",04092015496,PARK BAR & GRILL (DOUBLETREE BY HILTON),very positive,90.5,0.3942908
1405 GARNER STATION  BLVD,NA,GARNER,NC,27529,(919) 803-5068,2009-10-23,Restaurant,11304,-78.6523773,35.72437568,M,"{""coordinates"": [-78.6523799072241, 35.72438274324588], ""type"": ""Point""}","35.72438274324588, -78.6523799072241",04092015501,KICK BACK JACK'S,very positive,96,0.2982358
2121 POOLE RD,NA,RALEIGH,NC,27610,(919) 231-8882,2009-10-30,Food Stand,11310,-78.60848657,35.77599142,M,"{""coordinates"": [-78.60848917056322, 35.77599849740042], ""type"": ""Point""}","35.77599849740042, -78.60848917056322",04092021594,PIZZA EXPRESS,very positive,94.5,0.37269706
11555 GREEN LEVEL CHURCH  RD,NA,CARY,NC,27519,(919) 544-2474 ext. 20151,2009-11-13,Public School Lunchrooms,11328,-78.89958947,35.859216,M,"{""coordinates"": [-78.89959215838655, 35.85922309008374], ""type"": ""Point""}","35.85922309008374, -78.89959215838655",04092110487,ALSTON RIDGE ELEMENTARY SCHOOL CAFETERIA,positive,100,0.3918286
200 CROSSROADS  BLVD,STE 110,CARY,NC,27518,(919) 851-5080,2009-11-02,Restaurant,11332,-78.74109703,35.76025118,M,"{""coordinates"": [-78.74109967100205, 35.76025825176365], ""type"": ""Point""}","35.76025825176365, -78.74109967100205",04092015521,NOODLES & COMPANY,very positive,91.5,0.37061426
1050 CRESCENT GREEN DR,NA,CARY,NC,27518,(919) 852-5757,2009-11-30,Institutional Food Service,11344,-78.77956668,35.7335116,M,"{""coordinates"": [-78.7795693324988, 35.7335186646955], ""type"": ""Point""}","35.7335186646955, -78.7795693324988",04092160073,HEARTFIELDS AT CARY FOODSERVICE,very positive,96.5,0.36931652
3101-101 EDWARDS MILL RD,NA,RALEIGH,NC,27612,(919) 786-4235,2009-12-30,Restaurant,11379,-78.70695545,35.82544758,M,"{""coordinates"": [-78.70695808666805, 35.825454670449396], ""type"": ""Point""}","35.825454670449396, -78.70695808666805",04092015548,RUDINOS'S PIZZA & GRINDERS SPORTS CORNER,very positive,96,0.4166014
208 GRANDE HEIGHTS DR,NA,CARY,NC,27513,(919) 481-3811,2009-12-31,Restaurant,11380,-78.78057485,35.80470293,M,"{""coordinates"": [-78.78057750048258, 35.804710005956046], ""type"": ""Point""}","35.804710005956046, -78.78057750048258",04092015549,BRAVO'S MEXICAN GRILL,very positive,95.5,0.52693236
120-100 ST ALBANS DR,NA,RALEIGH,NC,27609,(919) 781-4165,2010-02-03,Food Stand,11421,-78.63883981,35.83739883,M,"{""coordinates"": [-78.63884242536038, 35.837405916489686], ""type"": ""Point""}","35.837405916489686, -78.63884242536038",04092021606,HARRIS TEETER #422 MM/SEAFOOD,positive,99,0.28019947
108 OSTERVILLE DR,NA,HOLLY SPRINGS,NC,27540,(919) 303-5700,2010-02-16,Restaurant,11432,-78.83224417,35.67779295,M,"{""coordinates"": [-78.83224683509042, 35.67780000004641], ""type"": ""Point""}","35.67780000004641, -78.83224683509042",04092015574,THAI THAI CUISINE,very positive,95,0.3249771
3312 CAPITAL  BLVD,NA,RALEIGH,NC,27604,(919) 790-5325,2010-02-16,Food Stand,11435,-78.5854729,35.82439324,M,"{""coordinates"": [-78.58547549990014, 35.824400329059095], ""type"": ""Point""}","35.824400329059095, -78.58547549990014",04092021607,QUE HUONG ORIENTAL MARKET,positive,98.5,0.2689684
3905 WESTERN  BLVD,NA,RALEIGH,NC,27606,NA,2010-03-04,Restaurant,11441,-78.69045628,35.78405475,M,"{""coordinates"": [-78.69045890801468, 35.78406182686735], ""type"": ""Point""}","35.78406182686735, -78.69045890801468",04092015577,AMEDEO'S,very positive,97,0.36115587
500 LEDGESTONE WAY,NA,CARY,NC,27519,(919) 465-3055,2010-02-19,Restaurant,11439,-78.84803883,35.79230834,M,"{""coordinates"": [-78.84804149954364, 35.79231541314684], ""type"": ""Point""}","35.79231541314684, -78.84804149954364",04092015575,TRIBECA TAVERN,very positive,96,0.3172975
441 MILLS PARK DR,NA,CARY,NC,27519,(919) 466-1500 ext. 20820,2010-04-23,Public School Lunchrooms,11533,-78.8960819,35.81195542,M,"{""coordinates"": [-78.89608459018325, 35.81196249759251], ""type"": ""Point""}","35.81196249759251, -78.89608459018325",04092110491,MILLS PARK MIDDLE SCHOOL CAFETERIA,positive,99.5,0.3734853
10940 RAVEN RIDGE  RD,STE 104,RALEIGH,NC,27614,(919) 900-8302,2010-05-11,Restaurant,11525,-78.59009764,35.90790481,M,"{""coordinates"": [-78.59010024301602, 35.90791191666382], ""type"": ""Point""}","35.90791191666382, -78.59010024301602",04092015630,RIVER PUB,positive,99,0.28620335
1361  KILDAIRE FARM RD,NA,CARY,NC,27511,(919) 481-0068,2010-06-07,Restaurant,11576,-78.78193785,35.75976468,M,"{""coordinates"": [-78.78194049746463, 35.759771748933424], ""type"": ""Point""}","35.759771748933424, -78.78194049746463",04092015658,YURI JAPANESE RESTAURANT,very positive,99.5,0.28549662
14 W. MARTIN ST,NA,RALEIGH,NC,27601-1311,(919) 896-7063,2010-07-01,Restaurant,11597,-78.63980298,35.77713417,M,"{""coordinates"": [-78.63980559202744, 35.77714124591951], ""type"": ""Point""}","35.77714124591951, -78.63980559202744",04092015669,KING'S BARCADE & NEPTUNE'S PARLOR,very positive,98.5,0.40760148
2401 WAKE FOREST  RD,NA,RALEIGH,NC,27608,(919) 834-8572,2010-08-02,Restaurant,11626,-78.6271484,35.81373749,M,"{""coordinates"": [-78.62715100567783, 35.81374458073708], ""type"": ""Point""}","35.81374458073708, -78.62715100567783",04092015687,MAMI'S LATIN STYLE ROTISSERIE CHICKEN,positive,93,0.28300467
1731 TRAWICK RD,STE 105,RALEIGH,NC,27604,(919) 231-3535,2010-08-24,Restaurant,11661,-78.57833999,35.8006875,M,"{""coordinates"": [-78.57834258117259, 35.80069458078206], ""type"": ""Point""}","35.80069458078206, -78.57834258117259",04092015702,THE STARBAR,positive,92.5,0.2508002
3609 DAVIS DR,NA,MORRISVILLE,NC,27560,(919) 469-4195,2010-09-10,Food Stand,11681,-78.84918557,35.8221795,M,"{""coordinates"": [-78.8491882463107, 35.822186581321226], ""type"": ""Point""}","35.822186581321226, -78.8491882463107",04092021628,FOOD LION #2196 MEAT MARKET/SEAFOOD,positive,99,0.2888995
973 E BROAD ST,NA,FUQUAY-VARINA,NC,27526,(919) 455-5069,2010-10-18,Restaurant,11722,-78.78267477,35.59365979,M,"{""coordinates"": [-78.78267740763933, 35.59366682674501], ""type"": ""Point""}","35.59366682674501, -78.78267740763933",04092015740,LA TAQUERIA,positive,96,0.30835405
